-60	1.24826	1.00769	0.890489	9.33019	8.40419	7.29443
-59.4	1.24821	1.00773	0.890588	9.31425	8.40294	7.29336
-58.8	1.24816	1.00777	0.890686	9.29836	8.40169	7.29229
-58.2	1.24812	1.0078	0.890782	9.28252	8.40046	7.29122
-57.6	1.24807	1.00784	0.890877	9.26672	8.39923	7.29015
-57	1.24801	1.00787	0.89097	9.25097	8.39802	7.28908
-56.4	1.24796	1.00791	0.891063	9.23527	8.39681	7.28801
-55.8	1.24791	1.00794	0.891154	9.21961	8.39561	7.28695
-55.2	1.24785	1.00797	0.891243	9.204	8.39442	7.28589
-54.6	1.2478	1.008	0.891332	9.18844	8.39324	7.28483
-54	1.24774	1.00803	0.891419	9.17293	8.39207	7.28377
-53.4	1.24768	1.00806	0.891505	9.15747	8.3909	7.28272
-52.8	1.24763	1.00809	0.89159	9.14206	8.38975	7.28167
-52.2	1.24757	1.00812	0.891674	9.12669	8.3886	7.28061
-51.6	1.24751	1.00815	0.891757	9.11138	8.38746	7.27956
-51	1.24744	1.00818	0.891838	9.09611	8.38633	7.27852
-50.4	1.24738	1.0082	0.891919	9.0809	8.38521	7.27747
-49.8	1.24732	1.00823	0.891999	9.06573	8.3841	7.27643
-49.2	1.24726	1.00826	0.892078	9.05062	8.38299	7.27539
-48.6	1.24719	1.00828	0.892155	9.03555	8.3819	7.27435
-48	1.24713	1.00831	0.892232	9.02054	8.38081	7.27331
-47.4	1.24706	1.00834	0.892308	9.00558	8.37973	7.27227
-46.8	1.24699	1.00836	0.892383	8.99067	8.37866	7.27124
-46.2	1.24693	1.00839	0.892457	8.97581	8.3776	7.27021
-45.6	1.24686	1.00841	0.89253	8.961	8.37655	7.26918
-45	1.24679	1.00844	0.892603	8.94625	8.37551	7.26815
-44.4	1.24672	1.00846	0.892674	8.93154	8.37447	7.26712
-43.8	1.24665	1.00849	0.892745	8.91689	8.37345	7.2661
-43.2	1.24658	1.00851	0.892815	8.9023	8.37243	7.26508
-42.6	1.24651	1.00853	0.892884	8.88775	8.37142	7.26405
-42	1.24644	1.00856	0.892952	8.87326	8.37042	7.26304
-41.4	1.24637	1.00858	0.89302	8.85883	8.36943	7.26202
-40.8	1.24629	1.00861	0.893087	8.84444	8.36845	7.26101
-40.2	1.24622	1.00863	0.893153	8.83012	8.36748	7.25999
-39.6	1.24615	1.00865	0.893218	8.81584	8.36651	7.25898
-39	1.24607	1.00868	0.893283	8.80162	8.36556	7.25797
-38.4	1.246	1.0087	0.893347	8.78746	8.36461	7.25697
-37.8	1.24592	1.00872	0.89341	8.77335	8.36367	7.25596
-37.2	1.24585	1.00875	0.893473	8.7593	8.36274	7.25496
-36.6	1.24577	1.00877	0.893535	8.7453	8.36182	7.25396
-36	1.2457	1.00879	0.893596	8.73136	8.36091	7.25296
